150918 163516.153|CONFIG|Thread-5|setFileHandlers|Now logging to D:\CONTEST2015\pc2-9.2.4\bin\logs directory.
150918 165119.131|INFO|Thread-22|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 165119.132|INFO|Thread-22|dumpPacket|    To: SERVER0 @ site 0
150918 165119.132|INFO|Thread-22|dumpPacket|   key: PROBLEM is: edu.csus.ecs.pc2.core.model.Problem B. Batman
150918 165119.132|INFO|Thread-22|info|handlePacket start Packet[ADD_SETTING] #176 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 165119.132|INFO|Thread-22|dumpPacket|Packet ADD_SETTING (Seq #176 ) handlePacket
150918 165119.132|INFO|Thread-22|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 165119.133|INFO|Thread-22|dumpPacket|    To: SERVER0 @ site 0
150918 165119.133|INFO|Thread-22|dumpPacket|   key: PROBLEM is: edu.csus.ecs.pc2.core.model.Problem B. Batman
150918 165119.133|INFO|Thread-22|info|handlePacket end Packet[ADD_SETTING] #176 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 165119.133|INFO|Thread-22|info| receiveObject(S) end   got Packet[ADD_SETTING] #176 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 165136.715|INFO|Thread-23|info| receiveObject(S) start got Packet[UPDATE_SETTING] #178 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 165136.715|INFO|Thread-23|dumpPacket|Packet UPDATE_SETTING (Seq #178 ) recieveObject
150918 165136.716|INFO|Thread-23|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 165136.716|INFO|Thread-23|dumpPacket|    To: SERVER0 @ site 0
150918 165136.716|INFO|Thread-23|dumpPacket|   key: PROBLEM is: edu.csus.ecs.pc2.core.model.Problem Batman
150918 165136.716|INFO|Thread-23|info|handlePacket start Packet[UPDATE_SETTING] #178 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 165136.716|INFO|Thread-23|dumpPacket|Packet UPDATE_SETTING (Seq #178 ) handlePacket
150918 165136.716|INFO|Thread-23|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 165136.717|INFO|Thread-23|dumpPacket|    To: SERVER0 @ site 0
150918 165136.717|INFO|Thread-23|dumpPacket|   key: PROBLEM is: edu.csus.ecs.pc2.core.model.Problem Batman
150918 165136.717|INFO|Thread-23|info|handlePacket end Packet[UPDATE_SETTING] #178 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 165136.717|INFO|Thread-23|info| receiveObject(S) end   got Packet[UPDATE_SETTING] #178 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 165446.858|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for A. Superman C++ file: D:\Test\Test\Test.cpp
150918 165446.861|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #3 TEAM1 @ site 1 -> SERVER0 @ site 1
150918 165446.862|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #3 TEAM1 @ site 1 -> SERVER0 @ site 1
150918 165447.270|INFO|Thread-25|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #192 SERVER0 @ site 1 -> TEAM1 @ site 1
150918 165447.270|INFO|Thread-25|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #192 ) recieveObject
150918 165447.270|INFO|Thread-25|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 165447.271|INFO|Thread-25|dumpPacket|    To: TEAM1 @ site 1
150918 165447.271|INFO|Thread-25|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 8 QUEUED_FOR_COMPUTER_JUDGEMENT1039855 ms from TEAM1 @ site 1 id Run--7729900042271460769
150918 165447.271|INFO|Thread-25|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #192 SERVER0 @ site 1 -> TEAM1 @ site 1
150918 165447.272|INFO|Thread-25|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #192 ) handlePacket
150918 165447.272|INFO|Thread-25|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 165447.272|INFO|Thread-25|dumpPacket|    To: TEAM1 @ site 1
150918 165447.273|INFO|Thread-25|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 8 QUEUED_FOR_COMPUTER_JUDGEMENT1039855 ms from TEAM1 @ site 1 id Run--7729900042271460769
150918 165450.715|INFO|Thread-25|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #192 SERVER0 @ site 1 -> TEAM1 @ site 1
150918 165534.296|INFO|Thread-26|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #204 SERVER0 @ site 1 -> TEAM1 @ site 1
150918 165534.296|INFO|Thread-26|dumpPacket|Packet RUN_JUDGEMENT (Seq #204 ) recieveObject
150918 165534.296|INFO|Thread-26|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 165534.297|INFO|Thread-26|dumpPacket|    To: TEAM1 @ site 1
150918 165534.297|INFO|Thread-26|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
150918 165534.297|INFO|Thread-26|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No - Compilation Error-1609324167954780181 id JudgementRecord--7313738205039972899
150918 165534.297|INFO|Thread-26|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 8 JUDGED1039855 ms from TEAM1 @ site 1 id Run--7729900042271460769
150918 165534.298|INFO|Thread-26|info|handlePacket start Packet[RUN_JUDGEMENT] #204 SERVER0 @ site 1 -> TEAM1 @ site 1
150918 165534.298|INFO|Thread-26|dumpPacket|Packet RUN_JUDGEMENT (Seq #204 ) handlePacket
150918 165534.298|INFO|Thread-26|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 165534.298|INFO|Thread-26|dumpPacket|    To: TEAM1 @ site 1
150918 165534.299|INFO|Thread-26|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
150918 165534.299|INFO|Thread-26|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No - Compilation Error-1609324167954780181 id JudgementRecord--7313738205039972899
150918 165534.299|INFO|Thread-26|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 8 JUDGED1039855 ms from TEAM1 @ site 1 id Run--7729900042271460769
150918 165559.146|INFO|Thread-26|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #204 SERVER0 @ site 1 -> TEAM1 @ site 1
150918 165800.395|INFO|Thread-27|info| receiveObject(S) start got Packet[CLOCK_STOPPED] #261 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 165800.395|INFO|Thread-27|dumpPacket|Packet CLOCK_STOPPED (Seq #261 ) recieveObject
150918 165800.396|INFO|Thread-27|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 165800.396|INFO|Thread-27|dumpPacket|    To: SERVER0 @ site 0
150918 165800.396|INFO|Thread-27|dumpPacket|   key: SITE_NUMBER is: java.lang.Integer 1
150918 165800.396|INFO|Thread-27|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId ADMINISTRATOR1 @ site 1
150918 165800.397|INFO|Thread-27|info|handlePacket start Packet[CLOCK_STOPPED] #261 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 165800.397|INFO|Thread-27|dumpPacket|Packet CLOCK_STOPPED (Seq #261 ) handlePacket
150918 165800.397|INFO|Thread-27|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 165800.397|INFO|Thread-27|dumpPacket|    To: SERVER0 @ site 0
150918 165800.397|INFO|Thread-27|dumpPacket|   key: SITE_NUMBER is: java.lang.Integer 1
150918 165800.398|INFO|Thread-27|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId ADMINISTRATOR1 @ site 1
150918 165800.399|INFO|Thread-27|contestStopped|debug ContestTime site 1 STOPPED 0:20:32
150918 165800.399|INFO|Thread-27|info|Clock for site 1 stopped by ADMINISTRATOR1 @ site 1 elapsed 0:20:32
150918 165800.400|INFO|Thread-27|info| receiveObject(S) end   got Packet[CLOCK_STOPPED] #261 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 165844.861|INFO|Thread-28|info| receiveObject(S) start got Packet[CLOCK_STARTED] #278 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 165844.861|INFO|Thread-28|dumpPacket|Packet CLOCK_STARTED (Seq #278 ) recieveObject
150918 165844.861|INFO|Thread-28|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 165844.862|INFO|Thread-28|dumpPacket|    To: SERVER0 @ site 0
150918 165844.862|INFO|Thread-28|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId ADMINISTRATOR1 @ site 1
150918 165844.862|INFO|Thread-28|dumpPacket|   key: SITE_NUMBER is: java.lang.Integer 1
150918 165844.862|INFO|Thread-28|dumpPacket|   key: SERVER_CLOCK_OFFSET is: java.util.GregorianCalendar java.util.GregorianCalendar[time=1442324959980,areFieldsSet=true,areAllFieldsSet=false,lenient=true,zone=sun.util.calendar.ZoneInfo[id="GMT",offset=0,dstSavings=0,useDaylight=false,transitions=0,lastRule=null],firstDayOfWeek=1,minimalDaysInFirstWeek=1,ERA=1,YEAR=2015,MONTH=8,WEEK_OF_YEAR=38,WEEK_OF_MONTH=3,DAY_OF_MONTH=15,DAY_OF_YEAR=258,DAY_OF_WEEK=3,DAY_OF_WEEK_IN_MONTH=3,AM_PM=1,HOUR=1,HOUR_OF_DAY=13,MINUTE=49,SECOND=19,MILLISECOND=980,ZONE_OFFSET=0,DST_OFFSET=0]
150918 165844.863|INFO|Thread-28|info|handlePacket start Packet[CLOCK_STARTED] #278 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 165844.863|INFO|Thread-28|dumpPacket|Packet CLOCK_STARTED (Seq #278 ) handlePacket
150918 165844.863|INFO|Thread-28|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 165844.863|INFO|Thread-28|dumpPacket|    To: SERVER0 @ site 0
150918 165844.864|INFO|Thread-28|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId ADMINISTRATOR1 @ site 1
150918 165844.864|INFO|Thread-28|dumpPacket|   key: SITE_NUMBER is: java.lang.Integer 1
150918 165844.864|INFO|Thread-28|dumpPacket|   key: SERVER_CLOCK_OFFSET is: java.util.GregorianCalendar java.util.GregorianCalendar[time=1442324959980,areFieldsSet=true,areAllFieldsSet=false,lenient=true,zone=sun.util.calendar.ZoneInfo[id="GMT",offset=0,dstSavings=0,useDaylight=false,transitions=0,lastRule=null],firstDayOfWeek=1,minimalDaysInFirstWeek=1,ERA=1,YEAR=2015,MONTH=8,WEEK_OF_YEAR=38,WEEK_OF_MONTH=3,DAY_OF_MONTH=15,DAY_OF_YEAR=258,DAY_OF_WEEK=3,DAY_OF_WEEK_IN_MONTH=3,AM_PM=1,HOUR=1,HOUR_OF_DAY=13,MINUTE=49,SECOND=19,MILLISECOND=980,ZONE_OFFSET=0,DST_OFFSET=0]
150918 165844.865|INFO|Thread-28|contestStarted|debug ContestTime site 1 STARTED 0:20:32
150918 165844.865|INFO|Thread-28|info|Clock for site 1 started by ADMINISTRATOR1 @ site 1 elapsed 0:20:32
150918 165844.865|INFO|Thread-28|info| receiveObject(S) end   got Packet[CLOCK_STARTED] #278 SERVER0 @ site 1 -> SERVER0 @ site 0
150918 170003.272|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for A. Superman C++ file: D:\Test\Test\Test.cpp
150918 170003.274|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #4 TEAM1 @ site 1 -> SERVER0 @ site 1
150918 170003.274|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #4 TEAM1 @ site 1 -> SERVER0 @ site 1
150918 170003.615|INFO|Thread-30|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #330 SERVER0 @ site 1 -> TEAM1 @ site 1
150918 170003.615|INFO|Thread-30|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #330 ) recieveObject
150918 170003.616|INFO|Thread-30|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 170003.616|INFO|Thread-30|dumpPacket|    To: TEAM1 @ site 1
150918 170003.616|INFO|Thread-30|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 23 QUEUED_FOR_COMPUTER_JUDGEMENT1311540 ms from TEAM1 @ site 1 id Run--410746760581665033
150918 170003.616|INFO|Thread-30|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #330 SERVER0 @ site 1 -> TEAM1 @ site 1
150918 170003.617|INFO|Thread-30|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #330 ) handlePacket
150918 170003.617|INFO|Thread-30|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 170003.617|INFO|Thread-30|dumpPacket|    To: TEAM1 @ site 1
150918 170003.618|INFO|Thread-30|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 23 QUEUED_FOR_COMPUTER_JUDGEMENT1311540 ms from TEAM1 @ site 1 id Run--410746760581665033
150918 170005.876|INFO|Thread-31|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #336 SERVER0 @ site 1 -> TEAM1 @ site 1
150918 170005.876|INFO|Thread-31|dumpPacket|Packet RUN_JUDGEMENT (Seq #336 ) recieveObject
150918 170005.877|INFO|Thread-31|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 170005.877|INFO|Thread-31|dumpPacket|    To: TEAM1 @ site 1
150918 170005.877|INFO|Thread-31|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
150918 170005.878|INFO|Thread-31|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No - Wrong Answer-5633524986606474817 id JudgementRecord--2477602770766745772
150918 170005.878|INFO|Thread-31|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 23 JUDGED1311540 ms from TEAM1 @ site 1 id Run--410746760581665033
150918 170005.878|INFO|Thread-31|info|handlePacket start Packet[RUN_JUDGEMENT] #336 SERVER0 @ site 1 -> TEAM1 @ site 1
150918 170005.879|INFO|Thread-31|dumpPacket|Packet RUN_JUDGEMENT (Seq #336 ) handlePacket
150918 170005.879|INFO|Thread-31|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 170005.879|INFO|Thread-31|dumpPacket|    To: TEAM1 @ site 1
150918 170005.879|INFO|Thread-31|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
150918 170005.880|INFO|Thread-31|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No - Wrong Answer-5633524986606474817 id JudgementRecord--2477602770766745772
150918 170005.880|INFO|Thread-31|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 23 JUDGED1311540 ms from TEAM1 @ site 1 id Run--410746760581665033
150918 170021.211|INFO|Thread-31|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #336 SERVER0 @ site 1 -> TEAM1 @ site 1
150918 170022.776|INFO|Thread-30|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #330 SERVER0 @ site 1 -> TEAM1 @ site 1
150918 170215.984|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for A. Superman C++ file: D:\Test\Test\Test.cpp
150918 170215.985|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #5 TEAM1 @ site 1 -> SERVER0 @ site 1
150918 170215.986|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #5 TEAM1 @ site 1 -> SERVER0 @ site 1
150918 170216.306|INFO|Thread-33|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #402 SERVER0 @ site 1 -> TEAM1 @ site 1
150918 170216.306|INFO|Thread-33|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #402 ) recieveObject
150918 170216.306|INFO|Thread-33|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 170216.307|INFO|Thread-33|dumpPacket|    To: TEAM1 @ site 1
150918 170216.307|INFO|Thread-33|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 34 QUEUED_FOR_COMPUTER_JUDGEMENT1444244 ms from TEAM1 @ site 1 id Run-3830151048804875141
150918 170216.307|INFO|Thread-33|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #402 SERVER0 @ site 1 -> TEAM1 @ site 1
150918 170216.307|INFO|Thread-33|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #402 ) handlePacket
150918 170216.308|INFO|Thread-33|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 170216.308|INFO|Thread-33|dumpPacket|    To: TEAM1 @ site 1
150918 170216.308|INFO|Thread-33|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 34 QUEUED_FOR_COMPUTER_JUDGEMENT1444244 ms from TEAM1 @ site 1 id Run-3830151048804875141
150918 170217.408|INFO|Thread-33|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #402 SERVER0 @ site 1 -> TEAM1 @ site 1
150918 170217.539|INFO|Thread-34|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #406 SERVER0 @ site 1 -> TEAM1 @ site 1
150918 170217.540|INFO|Thread-34|dumpPacket|Packet RUN_JUDGEMENT (Seq #406 ) recieveObject
150918 170217.540|INFO|Thread-34|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 170217.540|INFO|Thread-34|dumpPacket|    To: TEAM1 @ site 1
150918 170217.540|INFO|Thread-34|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
150918 170217.541|INFO|Thread-34|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE1 @ site 1 judgement Yes--3255489741027076518 id JudgementRecord--6539898099621202165
150918 170217.541|INFO|Thread-34|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 34 JUDGED1444244 ms from TEAM1 @ site 1 id Run-3830151048804875141
150918 170217.541|INFO|Thread-34|info|handlePacket start Packet[RUN_JUDGEMENT] #406 SERVER0 @ site 1 -> TEAM1 @ site 1
150918 170217.544|INFO|Thread-34|dumpPacket|Packet RUN_JUDGEMENT (Seq #406 ) handlePacket
150918 170217.545|INFO|Thread-34|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 170217.547|INFO|Thread-34|dumpPacket|    To: TEAM1 @ site 1
150918 170217.547|INFO|Thread-34|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
150918 170217.547|INFO|Thread-34|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE1 @ site 1 judgement Yes--3255489741027076518 id JudgementRecord--6539898099621202165
150918 170217.548|INFO|Thread-34|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 34 JUDGED1444244 ms from TEAM1 @ site 1 id Run-3830151048804875141
150918 170223.688|INFO|Thread-34|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #406 SERVER0 @ site 1 -> TEAM1 @ site 1
150918 170452.031|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for A. Superman C++ file: D:\Test\Test\Test.cpp
150918 170452.033|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #6 TEAM1 @ site 1 -> SERVER0 @ site 1
150918 170452.033|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #6 TEAM1 @ site 1 -> SERVER0 @ site 1
150918 170452.382|INFO|Thread-36|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #542 SERVER0 @ site 1 -> TEAM1 @ site 1
150918 170452.382|INFO|Thread-36|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #542 ) recieveObject
150918 170452.382|INFO|Thread-36|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 170452.383|INFO|Thread-36|dumpPacket|    To: TEAM1 @ site 1
150918 170452.383|INFO|Thread-36|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 56 QUEUED_FOR_COMPUTER_JUDGEMENT1600297 ms from TEAM1 @ site 1 id Run--544439628268638170
150918 170452.383|INFO|Thread-36|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #542 SERVER0 @ site 1 -> TEAM1 @ site 1
150918 170452.383|INFO|Thread-36|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #542 ) handlePacket
150918 170452.384|INFO|Thread-36|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 170452.384|INFO|Thread-36|dumpPacket|    To: TEAM1 @ site 1
150918 170452.385|INFO|Thread-36|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 56 QUEUED_FOR_COMPUTER_JUDGEMENT1600297 ms from TEAM1 @ site 1 id Run--544439628268638170
150918 170453.239|INFO|Thread-36|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #542 SERVER0 @ site 1 -> TEAM1 @ site 1
150918 170453.996|INFO|Thread-37|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #546 SERVER0 @ site 1 -> TEAM1 @ site 1
150918 170453.997|INFO|Thread-37|dumpPacket|Packet RUN_JUDGEMENT (Seq #546 ) recieveObject
150918 170453.997|INFO|Thread-37|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 170453.997|INFO|Thread-37|dumpPacket|    To: TEAM1 @ site 1
150918 170453.998|INFO|Thread-37|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
150918 170453.998|INFO|Thread-37|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No - Wrong Answer-5633524986606474817 id JudgementRecord--6867799700993371915
150918 170453.998|INFO|Thread-37|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 56 JUDGED1600297 ms from TEAM1 @ site 1 id Run--544439628268638170
150918 170453.998|INFO|Thread-37|info|handlePacket start Packet[RUN_JUDGEMENT] #546 SERVER0 @ site 1 -> TEAM1 @ site 1
150918 170453.999|INFO|Thread-37|dumpPacket|Packet RUN_JUDGEMENT (Seq #546 ) handlePacket
150918 170453.999|INFO|Thread-37|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 170453.999|INFO|Thread-37|dumpPacket|    To: TEAM1 @ site 1
150918 170453.999|INFO|Thread-37|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
150918 170454.000|INFO|Thread-37|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No - Wrong Answer-5633524986606474817 id JudgementRecord--6867799700993371915
150918 170454.000|INFO|Thread-37|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 56 JUDGED1600297 ms from TEAM1 @ site 1 id Run--544439628268638170
150918 170500.431|INFO|Thread-37|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #546 SERVER0 @ site 1 -> TEAM1 @ site 1
150918 170616.550|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for A. Superman C++ file: D:\Test\Test\Test.cpp
150918 170616.551|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #7 TEAM1 @ site 1 -> SERVER0 @ site 1
150918 170616.552|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #7 TEAM1 @ site 1 -> SERVER0 @ site 1
150918 170616.904|INFO|Thread-39|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #603 SERVER0 @ site 1 -> TEAM1 @ site 1
150918 170616.904|INFO|Thread-39|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #603 ) recieveObject
150918 170616.904|INFO|Thread-39|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 170616.905|INFO|Thread-39|dumpPacket|    To: TEAM1 @ site 1
150918 170616.905|INFO|Thread-39|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 69 QUEUED_FOR_COMPUTER_JUDGEMENT1684819 ms from TEAM1 @ site 1 id Run--1023180553438578238
150918 170616.905|INFO|Thread-39|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #603 SERVER0 @ site 1 -> TEAM1 @ site 1
150918 170616.905|INFO|Thread-39|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #603 ) handlePacket
150918 170616.905|INFO|Thread-39|dumpPacket|  From: SERVER0 @ site 1 (dd-PC @ 172.16.107.17) (Contest Id: Default-2794034061787222006)
150918 170616.906|INFO|Thread-39|dumpPacket|    To: TEAM1 @ site 1
150918 170616.906|INFO|Thread-39|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 69 QUEUED_FOR_COMPUTER_JUDGEMENT1684819 ms from TEAM1 @ site 1 id Run--1023180553438578238
150918 170617.758|INFO|Thread-39|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #603 SERVER0 @ site 1 -> TEAM1 @ site 1
150918 171454.818|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for A. Superman C++ file: D:\Test\Test\Test.cpp
